locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICLPPAIG_27315	tRNA	86				tRNA-Tyr(gta)
ICLPPAIG_27316	CDS	300				hypothetical protein
ICLPPAIG_27317	CDS	384				hypothetical protein
ICLPPAIG_27318	CDS	1677	jamA_1	6.2.1.47		Medium-chain-fatty-acid--[acyl-carrier-protein] ligase JamA
ICLPPAIG_27319	CDS	342				hypothetical protein
ICLPPAIG_27320	CDS	759				hypothetical protein
ICLPPAIG_27321	CDS	1452	jamA_2	6.2.1.47		Medium-chain-fatty-acid--[acyl-carrier-protein] ligase JamA
ICLPPAIG_27322	CDS	1452				hypothetical protein
ICLPPAIG_27323	CDS	1053				hypothetical protein
ICLPPAIG_27324	CDS	192				hypothetical protein
ICLPPAIG_27325	CDS	570				hypothetical protein
ICLPPAIG_27326	CDS	402				hypothetical protein
ICLPPAIG_27327	CDS	555				hypothetical protein
ICLPPAIG_27328	CDS	1299	mvaS_4	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
ICLPPAIG_27329	CDS	159				hypothetical protein
ICLPPAIG_27330	CDS	1290	cetZ_8			Tubulin-like protein CetZ
ICLPPAIG_27331	CDS	924	nqrF_5	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
ICLPPAIG_27332	CDS	267				hypothetical protein
ICLPPAIG_27333	CDS	585				hypothetical protein
ICLPPAIG_27334	CDS	300				hypothetical protein
ICLPPAIG_27335	CDS	201				hypothetical protein
ICLPPAIG_27336	CDS	852	mamB			Magnetosome protein MamB
ICLPPAIG_27337	CDS	3879				hypothetical protein
ICLPPAIG_27338	CDS	1566				hypothetical protein
ICLPPAIG_27339	CDS	444				hypothetical protein
ICLPPAIG_27340	CDS	252				hypothetical protein
ICLPPAIG_27341	CDS	435				hypothetical protein
ICLPPAIG_27342	CDS	1278				hypothetical protein
ICLPPAIG_27343	CDS	345				hypothetical protein
ICLPPAIG_27344	CDS	537				hypothetical protein
ICLPPAIG_27345	CDS	396				hypothetical protein
ICLPPAIG_27346	CDS	435				hypothetical protein
ICLPPAIG_27347	CDS	243				hypothetical protein
ICLPPAIG_27348	CDS	1083				hypothetical protein
ICLPPAIG_27349	CDS	444				hypothetical protein
ICLPPAIG_27350	CDS	756				hypothetical protein
ICLPPAIG_27351	CDS	123				hypothetical protein
ICLPPAIG_27352	CDS	2811				hypothetical protein
ICLPPAIG_27353	CDS	876				hypothetical protein
ICLPPAIG_27354	CDS	723				hypothetical protein
ICLPPAIG_27355	CDS	1629				hypothetical protein
ICLPPAIG_27356	CDS	327				hypothetical protein
ICLPPAIG_27357	CDS	582	ychF_5			Ribosome-binding ATPase YchF
ICLPPAIG_27358	CDS	519	ychF_6		COG0012	Ribosome-binding ATPase YchF
ICLPPAIG_27359	CDS	141	ychF_7			Ribosome-binding ATPase YchF
ICLPPAIG_27360	CDS	663				hypothetical protein
ICLPPAIG_27361	CDS	150				hypothetical protein
ICLPPAIG_27362	CDS	252				hypothetical protein
ICLPPAIG_27363	CDS	1059				hypothetical protein
ICLPPAIG_27364	CDS	2178				hypothetical protein
ICLPPAIG_27365	CDS	837				hypothetical protein
ICLPPAIG_27366	CDS	1794				hypothetical protein
ICLPPAIG_27367	CDS	276				hypothetical protein
ICLPPAIG_27368	CDS	273				hypothetical protein
ICLPPAIG_27369	CDS	378				hypothetical protein
ICLPPAIG_27370	CDS	246				hypothetical protein
ICLPPAIG_27371	CDS	162				hypothetical protein
ICLPPAIG_27372	CDS	1590		1.12.7.2		Iron hydrogenase 1
ICLPPAIG_27373	CDS	126				hypothetical protein
ICLPPAIG_27374	CDS	1176				hypothetical protein
ICLPPAIG_27375	CDS	1656				hypothetical protein
ICLPPAIG_27376	CDS	1473	pknD_120	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27377	CDS	1035				hypothetical protein
ICLPPAIG_27378	CDS	537				hypothetical protein
ICLPPAIG_27379	CDS	327				hypothetical protein
ICLPPAIG_27380	CDS	192				hypothetical protein
ICLPPAIG_27381	CDS	240				hypothetical protein
ICLPPAIG_27382	CDS	1557				hypothetical protein
ICLPPAIG_27383	CDS	231				hypothetical protein
ICLPPAIG_27384	CDS	171				hypothetical protein
ICLPPAIG_27385	CDS	228				hypothetical protein
ICLPPAIG_27386	CDS	408				hypothetical protein
ICLPPAIG_27387	CDS	282				hypothetical protein
ICLPPAIG_27388	CDS	597				hypothetical protein
ICLPPAIG_27389	CDS	1152				hypothetical protein
ICLPPAIG_27390	CDS	162				hypothetical protein
ICLPPAIG_27391	CDS	450				hypothetical protein
ICLPPAIG_27392	CDS	630				hypothetical protein
ICLPPAIG_27393	CDS	879				hypothetical protein
ICLPPAIG_27394	CDS	117				hypothetical protein
ICLPPAIG_27395	CDS	228				hypothetical protein
ICLPPAIG_27396	CDS	276				hypothetical protein
ICLPPAIG_27397	CDS	249				hypothetical protein
ICLPPAIG_27398	CDS	522	cyaY_2			Iron-sulfur cluster assembly protein CyaY
ICLPPAIG_27399	CDS	201				hypothetical protein
ICLPPAIG_27400	CDS	228				hypothetical protein
ICLPPAIG_27401	CDS	672				hypothetical protein
ICLPPAIG_27402	CDS	462				hypothetical protein
ICLPPAIG_27403	CDS	180				hypothetical protein
ICLPPAIG_27404	CDS	126				hypothetical protein
ICLPPAIG_27405	CDS	183				hypothetical protein
ICLPPAIG_27406	CDS	1038				hypothetical protein
ICLPPAIG_27407	CDS	264				hypothetical protein
ICLPPAIG_27408	CDS	936				hypothetical protein
ICLPPAIG_27409	CDS	1206				hypothetical protein
ICLPPAIG_27410	CDS	975				hypothetical protein
ICLPPAIG_27411	CDS	168				hypothetical protein
ICLPPAIG_27412	CDS	105				hypothetical protein
ICLPPAIG_27413	CDS	804				hypothetical protein
ICLPPAIG_27414	CDS	468				hypothetical protein
ICLPPAIG_27415	CDS	195				hypothetical protein
ICLPPAIG_27416	CDS	1173	prs_5	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ICLPPAIG_27417	CDS	1887				hypothetical protein
ICLPPAIG_27418	tRNA	72				tRNA-Gly(ccc)
ICLPPAIG_27419	CDS	2703				hypothetical protein
ICLPPAIG_27420	CDS	951				hypothetical protein
ICLPPAIG_27421	tRNA	73				tRNA-Asp(gtc)
ICLPPAIG_27422	CDS	126				hypothetical protein
ICLPPAIG_27423	CDS	174				hypothetical protein
ICLPPAIG_27424	CDS	1368				hypothetical protein
ICLPPAIG_27425	CDS	2433				hypothetical protein
ICLPPAIG_27426	CDS	189				hypothetical protein
ICLPPAIG_27427	CDS	258				hypothetical protein
ICLPPAIG_27428	CDS	174				hypothetical protein
ICLPPAIG_27429	CDS	1017				hypothetical protein
ICLPPAIG_27430	CDS	1494	fprA_2	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
ICLPPAIG_27431	CDS	234				hypothetical protein
ICLPPAIG_27432	CDS	213				hypothetical protein
ICLPPAIG_27433	tRNA	74				tRNA-Asp(gtc)
ICLPPAIG_27434	CDS	1497				hypothetical protein
ICLPPAIG_27435	CDS	576				hypothetical protein
ICLPPAIG_27436	CDS	2892				hypothetical protein
ICLPPAIG_27437	CDS	651				hypothetical protein
ICLPPAIG_27438	CDS	261	dnaJ_34			Chaperone protein DnaJ
ICLPPAIG_27439	CDS	675	dnaJ_35			Chaperone protein DnaJ
ICLPPAIG_27440	CDS	1323				hypothetical protein
ICLPPAIG_27441	CDS	2319				hypothetical protein
ICLPPAIG_27442	CDS	171				hypothetical protein
ICLPPAIG_27443	CDS	138				hypothetical protein
ICLPPAIG_27444	CDS	171				hypothetical protein
ICLPPAIG_27445	CDS	102				hypothetical protein
ICLPPAIG_27446	CDS	273				hypothetical protein
ICLPPAIG_27447	CDS	1521				hypothetical protein
ICLPPAIG_27448	CDS	207				hypothetical protein
ICLPPAIG_27449	CDS	240				hypothetical protein
ICLPPAIG_27450	CDS	2184				hypothetical protein
ICLPPAIG_27451	CDS	162				hypothetical protein
ICLPPAIG_27452	CDS	1380	gpmA_8	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ICLPPAIG_27453	CDS	681				hypothetical protein
ICLPPAIG_27454	CDS	219				hypothetical protein
ICLPPAIG_27455	CDS	906				hypothetical protein
ICLPPAIG_27456	CDS	300				hypothetical protein
ICLPPAIG_27457	CDS	789				hypothetical protein
ICLPPAIG_27458	CDS	420				hypothetical protein
ICLPPAIG_27459	CDS	3345				hypothetical protein
ICLPPAIG_27460	CDS	915				hypothetical protein
ICLPPAIG_27461	CDS	825				hypothetical protein
ICLPPAIG_27462	CDS	207				hypothetical protein
ICLPPAIG_27463	CDS	228				hypothetical protein
ICLPPAIG_27464	CDS	357	rpsJ_3			Small ribosomal subunit protein uS10
ICLPPAIG_27465	CDS	150				hypothetical protein
ICLPPAIG_27466	CDS	267				hypothetical protein
ICLPPAIG_27467	CDS	534				hypothetical protein
ICLPPAIG_27468	CDS	228				hypothetical protein
ICLPPAIG_27469	CDS	99				hypothetical protein
ICLPPAIG_27470	CDS	195				hypothetical protein
ICLPPAIG_27471	CDS	435				hypothetical protein
ICLPPAIG_27472	CDS	1770				hypothetical protein
ICLPPAIG_27473	CDS	189				hypothetical protein
ICLPPAIG_27474	CDS	543				hypothetical protein
ICLPPAIG_27475	CDS	153				hypothetical protein
ICLPPAIG_27476	CDS	429				hypothetical protein
ICLPPAIG_27477	CDS	459				hypothetical protein
ICLPPAIG_27478	CDS	822				hypothetical protein
ICLPPAIG_27479	CDS	1842	dnaK_20			Chaperone protein DnaK
ICLPPAIG_27480	CDS	159				hypothetical protein
ICLPPAIG_27481	CDS	858				hypothetical protein
ICLPPAIG_27482	CDS	210				hypothetical protein
ICLPPAIG_27483	CDS	225				hypothetical protein
ICLPPAIG_27484	CDS	924				hypothetical protein
ICLPPAIG_27485	CDS	237				hypothetical protein
ICLPPAIG_27486	CDS	642				hypothetical protein
ICLPPAIG_27487	CDS	234				hypothetical protein
ICLPPAIG_27488	CDS	984				hypothetical protein
ICLPPAIG_27489	CDS	318				hypothetical protein
ICLPPAIG_27490	CDS	2004				hypothetical protein
ICLPPAIG_27491	CDS	174				hypothetical protein
ICLPPAIG_27492	CDS	153				hypothetical protein
ICLPPAIG_27493	CDS	3078				hypothetical protein
ICLPPAIG_27494	CDS	243				hypothetical protein
ICLPPAIG_27495	CDS	123				hypothetical protein
ICLPPAIG_27496	CDS	171				hypothetical protein
ICLPPAIG_27497	CDS	270				hypothetical protein
ICLPPAIG_27498	CDS	1209	mutL_10			DNA mismatch repair protein MutL
ICLPPAIG_27499	CDS	276	mutL_11			DNA mismatch repair protein MutL
ICLPPAIG_27500	CDS	693				hypothetical protein
ICLPPAIG_27501	CDS	1557				hypothetical protein
ICLPPAIG_27502	CDS	327				hypothetical protein
ICLPPAIG_27503	CDS	3120				hypothetical protein
ICLPPAIG_27504	CDS	180				hypothetical protein
ICLPPAIG_27505	CDS	612				hypothetical protein
ICLPPAIG_27506	CDS	1089	ubiB_6	2.7.-.-		protein kinase UbiB
ICLPPAIG_27507	CDS	225				hypothetical protein
ICLPPAIG_27508	CDS	321				hypothetical protein
ICLPPAIG_27509	CDS	147				hypothetical protein
ICLPPAIG_27510	CDS	534				hypothetical protein
ICLPPAIG_27511	CDS	1449	hrpA_2	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpA
ICLPPAIG_27512	CDS	249				hypothetical protein
ICLPPAIG_27513	CDS	249				hypothetical protein
ICLPPAIG_27514	CDS	789	rpiA_3	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
ICLPPAIG_27515	CDS	159				hypothetical protein
ICLPPAIG_27516	CDS	210				hypothetical protein
ICLPPAIG_27517	CDS	96				hypothetical protein
ICLPPAIG_27518	CDS	489				hypothetical protein
ICLPPAIG_27519	CDS	321				hypothetical protein
ICLPPAIG_27520	CDS	699				hypothetical protein
ICLPPAIG_27521	CDS	438				hypothetical protein
ICLPPAIG_27522	CDS	219				hypothetical protein
ICLPPAIG_27523	CDS	408				hypothetical protein
ICLPPAIG_27524	CDS	1170				hypothetical protein
ICLPPAIG_27525	CDS	534				hypothetical protein
ICLPPAIG_27526	CDS	1812				hypothetical protein
ICLPPAIG_27527	CDS	906				hypothetical protein
ICLPPAIG_27528	CDS	2874				hypothetical protein
ICLPPAIG_27529	CDS	1407				hypothetical protein
ICLPPAIG_27530	CDS	4101				hypothetical protein
ICLPPAIG_27531	CDS	285				hypothetical protein
ICLPPAIG_27532	CDS	120				hypothetical protein
ICLPPAIG_27533	CDS	3195				hypothetical protein
ICLPPAIG_27534	CDS	585				hypothetical protein
ICLPPAIG_27535	CDS	198				hypothetical protein
ICLPPAIG_27536	CDS	384				hypothetical protein
ICLPPAIG_27537	CDS	630				hypothetical protein
ICLPPAIG_27538	CDS	342				hypothetical protein
ICLPPAIG_27539	CDS	96				hypothetical protein
ICLPPAIG_27540	CDS	744				hypothetical protein
ICLPPAIG_27541	CDS	3393	pacL_2	7.2.2.10	COG0474	Calcium-transporting ATPase
ICLPPAIG_27542	CDS	231				hypothetical protein
ICLPPAIG_27543	CDS	285				hypothetical protein
ICLPPAIG_27544	CDS	135				hypothetical protein
ICLPPAIG_27545	CDS	309				hypothetical protein
ICLPPAIG_27546	CDS	243				hypothetical protein
ICLPPAIG_27547	CDS	225				hypothetical protein
ICLPPAIG_27548	CDS	474	metZ_4	2.5.1.-		O-succinylhomoserine sulfhydrylase
ICLPPAIG_27549	CDS	783	metC_6	4.4.1.13	COG0626	Cystathionine beta-lyase
ICLPPAIG_27550	CDS	837				hypothetical protein
ICLPPAIG_27551	CDS	390	petC			Cytochrome c1
ICLPPAIG_27552	CDS	633				hypothetical protein
ICLPPAIG_27553	CDS	156				hypothetical protein
ICLPPAIG_27554	CDS	249				hypothetical protein
ICLPPAIG_27555	CDS	180				hypothetical protein
ICLPPAIG_27556	CDS	192				hypothetical protein
ICLPPAIG_27557	CDS	237				hypothetical protein
ICLPPAIG_27558	CDS	405				hypothetical protein
ICLPPAIG_27559	CDS	237				hypothetical protein
ICLPPAIG_27560	CDS	201				hypothetical protein
ICLPPAIG_27561	CDS	120				hypothetical protein
ICLPPAIG_27562	CDS	168				hypothetical protein
ICLPPAIG_27563	CDS	759				hypothetical protein
ICLPPAIG_27564	CDS	183				hypothetical protein
ICLPPAIG_27565	CDS	135				hypothetical protein
ICLPPAIG_27566	CDS	177				hypothetical protein
ICLPPAIG_27567	CDS	246				hypothetical protein
ICLPPAIG_27568	CDS	951				hypothetical protein
ICLPPAIG_27569	CDS	441				hypothetical protein
ICLPPAIG_27570	CDS	222				hypothetical protein
ICLPPAIG_27571	CDS	246				hypothetical protein
ICLPPAIG_27572	CDS	1023				hypothetical protein
ICLPPAIG_27573	CDS	195				hypothetical protein
ICLPPAIG_27574	CDS	219				hypothetical protein
ICLPPAIG_27575	CDS	123				hypothetical protein
ICLPPAIG_27576	CDS	786				hypothetical protein
ICLPPAIG_27577	CDS	96				hypothetical protein
ICLPPAIG_27578	CDS	219				hypothetical protein
ICLPPAIG_27579	CDS	141				hypothetical protein
ICLPPAIG_27580	CDS	279				hypothetical protein
ICLPPAIG_27581	CDS	285				hypothetical protein
ICLPPAIG_27582	CDS	195				hypothetical protein
ICLPPAIG_27583	CDS	261				hypothetical protein
ICLPPAIG_27584	CDS	210				hypothetical protein
ICLPPAIG_27585	CDS	246				hypothetical protein
ICLPPAIG_27586	CDS	1179				hypothetical protein
ICLPPAIG_27587	CDS	372				hypothetical protein
ICLPPAIG_27588	CDS	2190				hypothetical protein
ICLPPAIG_27589	CDS	222				hypothetical protein
ICLPPAIG_27590	CDS	150				hypothetical protein
ICLPPAIG_27591	tRNA	73				tRNA-Thr(agt)
ICLPPAIG_27592	CDS	1977				hypothetical protein
ICLPPAIG_27593	CDS	237				hypothetical protein
ICLPPAIG_27594	CDS	234				hypothetical protein
ICLPPAIG_27595	CDS	225				hypothetical protein
ICLPPAIG_27596	CDS	435				hypothetical protein
ICLPPAIG_27597	CDS	300				hypothetical protein
ICLPPAIG_27598	CDS	312				hypothetical protein
ICLPPAIG_27599	CDS	345				hypothetical protein
ICLPPAIG_27600	CDS	219				hypothetical protein
ICLPPAIG_27601	CDS	627				hypothetical protein
ICLPPAIG_27602	CDS	201				hypothetical protein
ICLPPAIG_27603	CDS	1425				hypothetical protein
ICLPPAIG_27604	CDS	198				hypothetical protein
ICLPPAIG_27605	CDS	138				hypothetical protein
ICLPPAIG_27606	CDS	621				hypothetical protein
ICLPPAIG_27607	CDS	387				hypothetical protein
ICLPPAIG_27608	CDS	393				hypothetical protein
ICLPPAIG_27609	CDS	384				hypothetical protein
ICLPPAIG_27610	CDS	1014				hypothetical protein
ICLPPAIG_27611	CDS	219				hypothetical protein
ICLPPAIG_27612	CDS	225				hypothetical protein
ICLPPAIG_27613	CDS	261				hypothetical protein
ICLPPAIG_27614	CDS	735				hypothetical protein
ICLPPAIG_27615	CDS	468				hypothetical protein
ICLPPAIG_27616	CDS	159				hypothetical protein
ICLPPAIG_27617	CDS	627				hypothetical protein
ICLPPAIG_27618	CDS	1593				hypothetical protein
ICLPPAIG_27619	CDS	1557	leuS_4	6.1.1.4		Leucine--tRNA ligase
ICLPPAIG_27620	CDS	336				hypothetical protein
ICLPPAIG_27621	CDS	813	leuS_5	6.1.1.4		Leucine--tRNA ligase
ICLPPAIG_27622	CDS	1077				hypothetical protein
ICLPPAIG_27623	CDS	600				hypothetical protein
ICLPPAIG_27624	CDS	273				hypothetical protein
ICLPPAIG_27625	CDS	204				hypothetical protein
ICLPPAIG_27626	CDS	738				hypothetical protein
ICLPPAIG_27627	CDS	393				hypothetical protein
ICLPPAIG_27628	CDS	255				hypothetical protein
ICLPPAIG_27629	CDS	1188				hypothetical protein
ICLPPAIG_27630	CDS	201				hypothetical protein
ICLPPAIG_27631	CDS	405				hypothetical protein
ICLPPAIG_27632	CDS	519				hypothetical protein
ICLPPAIG_27633	CDS	411	obg_9	3.6.5.-		GTPase Obg
ICLPPAIG_27634	CDS	837				hypothetical protein
ICLPPAIG_27635	CDS	147				hypothetical protein
ICLPPAIG_27636	CDS	1038				hypothetical protein
ICLPPAIG_27637	CDS	318	dnaJ_36			Chaperone protein DnaJ
ICLPPAIG_27638	CDS	1014				hypothetical protein
ICLPPAIG_27639	CDS	603				hypothetical protein
ICLPPAIG_27640	CDS	234				hypothetical protein
ICLPPAIG_27641	CDS	204				hypothetical protein
ICLPPAIG_27642	CDS	717				hypothetical protein
ICLPPAIG_27643	CDS	540				hypothetical protein
ICLPPAIG_27644	CDS	498				hypothetical protein
ICLPPAIG_27645	CDS	273				hypothetical protein
ICLPPAIG_27646	CDS	585				hypothetical protein
ICLPPAIG_27647	CDS	276				hypothetical protein
ICLPPAIG_27648	CDS	561	pabA_1	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
ICLPPAIG_27649	CDS	681				hypothetical protein
ICLPPAIG_27650	CDS	291				hypothetical protein
ICLPPAIG_27651	CDS	873				hypothetical protein
ICLPPAIG_27652	CDS	591				hypothetical protein
ICLPPAIG_27653	CDS	498				hypothetical protein
ICLPPAIG_27654	CDS	465				hypothetical protein
ICLPPAIG_27655	CDS	714				hypothetical protein
ICLPPAIG_27656	CDS	1473				hypothetical protein
ICLPPAIG_27657	CDS	312				hypothetical protein
ICLPPAIG_27658	CDS	540				hypothetical protein
ICLPPAIG_27659	CDS	828				hypothetical protein
ICLPPAIG_27660	CDS	504				hypothetical protein
ICLPPAIG_27661	CDS	1731				hypothetical protein
ICLPPAIG_27662	CDS	210				hypothetical protein
ICLPPAIG_27663	CDS	123				hypothetical protein
ICLPPAIG_27664	CDS	126				hypothetical protein
ICLPPAIG_27665	CDS	279				hypothetical protein
ICLPPAIG_27666	CDS	498				hypothetical protein
ICLPPAIG_27667	CDS	186				hypothetical protein
ICLPPAIG_27668	CDS	339				hypothetical protein
ICLPPAIG_27669	CDS	102				hypothetical protein
ICLPPAIG_27670	CDS	822				hypothetical protein
ICLPPAIG_27671	CDS	228				hypothetical protein
ICLPPAIG_27672	CDS	225				hypothetical protein
ICLPPAIG_27673	CDS	675				hypothetical protein
ICLPPAIG_27674	CDS	594				hypothetical protein
ICLPPAIG_27675	CDS	189				hypothetical protein
ICLPPAIG_27676	CDS	291				hypothetical protein
ICLPPAIG_27677	CDS	870				hypothetical protein
ICLPPAIG_27678	CDS	201				hypothetical protein
ICLPPAIG_27679	CDS	315				hypothetical protein
ICLPPAIG_27680	CDS	147				hypothetical protein
ICLPPAIG_27681	CDS	372				hypothetical protein
ICLPPAIG_27682	CDS	345				hypothetical protein
ICLPPAIG_27683	CDS	759				hypothetical protein
ICLPPAIG_27684	CDS	207				hypothetical protein
ICLPPAIG_27685	CDS	609				hypothetical protein
ICLPPAIG_27686	CDS	111				hypothetical protein
ICLPPAIG_27687	CDS	318				hypothetical protein
ICLPPAIG_27688	CDS	132				hypothetical protein
ICLPPAIG_27689	CDS	234				hypothetical protein
ICLPPAIG_27690	CDS	348				hypothetical protein
ICLPPAIG_27691	CDS	342				hypothetical protein
ICLPPAIG_27692	CDS	321				hypothetical protein
ICLPPAIG_27693	CDS	849				hypothetical protein
ICLPPAIG_27694	CDS	660				hypothetical protein
ICLPPAIG_27695	CDS	597				hypothetical protein
ICLPPAIG_27696	CDS	183				hypothetical protein
ICLPPAIG_27697	CDS	498				hypothetical protein
ICLPPAIG_27698	CDS	1065	pknD_121	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27699	CDS	279				hypothetical protein
ICLPPAIG_27700	CDS	684				hypothetical protein
ICLPPAIG_27701	CDS	1242				hypothetical protein
ICLPPAIG_27702	CDS	270				hypothetical protein
ICLPPAIG_27703	CDS	123				hypothetical protein
ICLPPAIG_27704	CDS	96				hypothetical protein
ICLPPAIG_27705	CDS	2298	pknD_122	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27706	CDS	1002				hypothetical protein
ICLPPAIG_27707	CDS	588				hypothetical protein
ICLPPAIG_27708	CDS	351				hypothetical protein
ICLPPAIG_27709	CDS	147				hypothetical protein
ICLPPAIG_27710	CDS	252				hypothetical protein
ICLPPAIG_27711	CDS	102				hypothetical protein
ICLPPAIG_27712	CDS	219				hypothetical protein
ICLPPAIG_27713	CDS	1800				hypothetical protein
ICLPPAIG_27714	CDS	231				hypothetical protein
ICLPPAIG_27715	CDS	594				hypothetical protein
ICLPPAIG_27716	CDS	294				hypothetical protein
ICLPPAIG_27717	CDS	186				hypothetical protein
ICLPPAIG_27718	CDS	153				hypothetical protein
ICLPPAIG_27719	CDS	375				hypothetical protein
ICLPPAIG_27720	CDS	156				hypothetical protein
ICLPPAIG_27721	CDS	567				hypothetical protein
ICLPPAIG_27722	CDS	288				hypothetical protein
ICLPPAIG_27723	CDS	246				hypothetical protein
ICLPPAIG_27724	CDS	225				hypothetical protein
ICLPPAIG_27725	CDS	156				hypothetical protein
ICLPPAIG_27726	CDS	237				hypothetical protein
ICLPPAIG_27727	CDS	117				hypothetical protein
ICLPPAIG_27728	CDS	522				hypothetical protein
ICLPPAIG_27729	CDS	258				hypothetical protein
ICLPPAIG_27730	CDS	1116				hypothetical protein
ICLPPAIG_27731	CDS	291				hypothetical protein
ICLPPAIG_27732	CDS	420				hypothetical protein
ICLPPAIG_27733	CDS	198				hypothetical protein
ICLPPAIG_27734	CDS	171				hypothetical protein
ICLPPAIG_27735	CDS	222				hypothetical protein
ICLPPAIG_27736	CDS	297				hypothetical protein
ICLPPAIG_27737	CDS	261				hypothetical protein
ICLPPAIG_27738	CDS	654				hypothetical protein
ICLPPAIG_27739	CDS	339				hypothetical protein
